#Scientific name,Protein,BioSample,Isolate,Contig,Start,Stop,Strand,Element symbol,Element name,Type,Scope,Subtype,Class,Subclass,Method,% Coverage of reference,% Identity to reference
"Escherichia coli","HGX6936949.1","SAMN41069224","PDT002150018.1","DBFXTR010000089.1",10459,12084,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGX6871460.1","SAMN41069218","PDT002150033.1","DBFXSZ010000138.1",10648,12273,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGX4836995.1","SAMN41081269","PDT002198968.1","DBFVOE010000290.1",5222,6847,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HFQ9570359.1","SAMN15694381","PDT002379440.1","DAZOPO010000090.1",1030,2655,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HFQ8846065.1","SAMN15694421","PDT002379484.1","DAZOJL010000107.1",10648,12273,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HFQ9315112.1","SAMN15694425","PDT002379488.1","DAZONM010000076.1",10648,12273,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN16686194","PDT002452724.2","NZ_JADLSL010000164.1",798,2423,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN40597464","PDT002498581.1","NZ_CP150077.1",23867,25492,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN44006501","PDT002529507.1","JBICEH010000096.1",295,1917,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN39290641","PDT002561648.1","NZ_CP142791.1",3938,5563,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN46084517","PDT002563272.1","JBKINN010000047.1",272,1894,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN46084516","PDT002563276.1","JBKINM010000044.1",272,1894,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","HGV2837023.1","SAMN30416003","PDT002605653.1","DBFLOG010000539.1",137,1762,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGV2422310.1","SAMN36410257","PDT002605898.1","DBFLLJ010000094.1",840,2465,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGV3876277.1","SAMN44051537","PDT002628060.1","DBFLXZ010000108.1",224,1849,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGW6446112.1","SAMN44286717","PDT002629795.1","DBFRPF010000096.1",2039,3664,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGW0980112.1","SAMN46727111","PDT002639320.1","DBFPWJ010000134.1",5594,7219,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HHE4543148.1","SAMD00874700","PDT002707429.1","DBHMKZ010000095.1",598,2223,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HHE4571495.1","SAMD00874696","PDT002707437.1","DBHMKR010000090.1",478,2103,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","EPB1841143.1","SAMN48757191","PDT002784548.1","ABZCXU010000196.1",6799,8424,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HHN6366252.1","SAMN48860199","PDT002793147.1","DBIYVF010000142.1",10648,12273,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HHN6351602.1","SAMN48860212","PDT002793153.1","DBIYVB010000136.1",10648,12273,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","EPC9086385.1","SAMN49091084","PDT002806270.1","ABZJCW010000270.1",9180,10799,"+","mcr-10.1","phosphoethanolamine--lipid A transferase MCR-10.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN50195131","PDT002924427.1","NZ_JBQXPE010000004.1",8805,10430,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HHX0730071.1","SAMN43242237","PDT002933494.1","DBKJCT010000121.1",3117,4742,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN08534305","PDT000289905.1","NZ_PTMH01000076.1",825,2450,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN08534279","PDT000289910.1","NZ_PTNF01000108.1",282,1907,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","MJH90597.1","SAMN09294965","PDT000322738.1","RTFJ01000110.1",258,1883,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAJ6738331.1","SAMN07682608","PDT000417128.1","DABICJ010000064.1",3443,5068,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAJ6656871.1","SAMN07682636","PDT000417147.1","DABIBO010000185.1",3082,4707,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAJ6461447.1","SAMN07682617","PDT000417185.1","DABIAG010000144.1",1902,3527,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAN5216906.1","SAMN05770854","PDT000435211.1","DABUOL010000206.1",2524,4149,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN10516553","PDT000621071.1","NZ_RYEH01000131.1",314,1939,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN13064478","PDT000627354.1","NZ_WJGT01000073.1",11614,13239,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN13064473","PDT000627358.1","NZ_WJGY01000080.1",11614,13239,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAH5677047.1","SAMD00127153","PDT000672217.1","DABBTK010000110.1",1118,2743,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN14134928","PDT000708222.1","NZ_JAALBN010000108.1",286,1911,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","EFN0753298.1","SAMN14590917","PDT000721939.1","AATMUT010000093.1",3648,5273,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBC1757162.1","SAMN14491082","PDT000828641.1","DADXMH010000118.1",259,1884,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAN7825316.1","SAMN12576006","PDT000844302.1","DABVIU010000172.1",2507,4132,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAN7735124.1","SAMN12575980","PDT000844313.1","DABVIR010000150.1",2507,4132,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAN7948640.1","SAMN12576034","PDT000844369.1","DABVJS010000150.1",2507,4132,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAP2481492.1","SAMN12430143","PDT000851447.1","DACAHE010000061.1",1138,2763,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","EPK2332891.1","SAMN16823184","PDT000893359.4","ABACAV040000104.1",227,1852,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAW6982677.1","SAMEA26113168","PDT000931121.1","DADEXG010000133.1",2362,3987,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAW6972776.1","SAMEA26122168","PDT000931133.1","DADEWZ010000083.1",224,1849,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAW6898851.1","SAMEA26138668","PDT000931155.1","DADEWI010000114.1",797,2422,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAW5927540.1","SAMEA104437650","PDT000937633.1","DADEOO010000074.1",2580,4205,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAW5826955.1","SAMEA104437695","PDT000937678.1","DADENP010000079.1",3438,5063,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAW5729313.1","SAMEA104437720","PDT000937703.1","DADEMV010000145.1",3478,5103,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAW6389996.1","SAMEA104437726","PDT000937709.1","DADESG010000120.1",225,1850,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAW5675768.1","SAMEA104437728","PDT000937711.1","DADEMG010000067.1",3359,4966,"-","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","BLASTP",99.07,99.81
"Escherichia coli","WP_049589868.1","SAMN10492551","PDT000947915.1","NZ_RXLI01000223.1",2057,3682,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAX7187151.1","SAMEA5930181","PDT000953721.1","DADIEI010000154.1",2032,3657,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAX7109451.1","SAMEA5930206","PDT000953746.1","DADIDT010000100.1",43606,45231,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAX6991984.1","SAMEA5930226","PDT000953766.1","DADICV010000152.1",2039,3664,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN16387482","PDT000973530.1","NZ_CP063495.1",1317,2942,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBB0612816.1","SAMEA104399308","PDT000978299.1","DADTXI010000194.1",2319,3944,"-","mcr-1.2","phosphoethanolamine--lipid A transferase MCR-1.2","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","EHH7696888.1","SAMN18347614","PDT000986636.1","AAZSYI010000220.1",10648,12273,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli O89m:H10","WP_049589868.1","SAMN17831485","PDT000990556.1","NZ_CP069661.1",12946,14571,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAZ7495248.1","SAMN12586863","PDT000994618.1","DADPIR010000247.1",5621,7246,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAZ7408933.1","SAMN12586836","PDT000994652.1","DADPIA010000130.1",3482,5107,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAZ7328266.1","SAMN12586882","PDT000994687.1","DADPHJ010000115.1",797,2422,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HAZ7205565.1","SAMN12586898","PDT000994710.1","DADPGN010000084.1",796,2421,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBB4797781.1","SAMN18128750","PDT001002532.1","DADVEX010000147.1",1018,2643,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBC9463400.1","SAMEA104412401","PDT001015043.1","DAEAHY010000287.1",3478,5103,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBC9429224.1","SAMEA104412491","PDT001015131.1","DAEAHU010000059.1",68,1693,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBC9485950.1","SAMEA104412493","PDT001015133.1","DAEAIG010000110.1",3117,4742,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBD1171308.1","SAMN08554947","PDT001018854.1","DAEAWT010000062.1",797,2422,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBD1138508.1","SAMN08554934","PDT001018869.1","DAEAWM010000115.1",452,2077,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBD1025922.1","SAMN08554940","PDT001018875.1","DAEAVP010000087.1",796,2421,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBE7513052.1","SAMN18720372","PDT001049203.1","DAEGNJ010000098.1",258,1883,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBH5191148.1","SAMEA8534257","PDT001076103.1","DAERFY010000133.1",224,1849,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN19797010","PDT001079281.1","NZ_JAHQLC010000015.1",30781,32406,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBH8260050.1","SAMN10375014","PDT001088953.1","DAESMC010000156.1",797,2422,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_086483366.1","SAMN18614028","PDT001101033.1","NZ_JAGKKM010000108.1",900,2525,"-","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","BLASTP",100.0,99.82
"Escherichia coli",,"SAMN16495370","PDT001221464.1","DAFLRE010000114.1",100,1299,"+","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","PARTIALX",73.94,100.0
"Escherichia coli","HBO0718475.1","SAMD00433589","PDT001230169.1","DAFOOJ010000087.1",3484,5109,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","EIV6936466.1","SAMN25519037","PDT001237720.1","ABEYOX010000119.1",24,1649,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HBU9773506.1","SAMN25649420","PDT001245275.1","DAGHCT010000116.1",4983,6608,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN05437838","PDT001263025.1","NZ_MCDQ01000181.1",8985,10610,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCA7305741.1","SAMN18652391","PDT001287257.1","DAGYHE010000162.1",227,1852,"+","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","BLASTP",100.0,99.82
"Escherichia coli","HCJ5580206.1","SAMN18191315","PDT001381554.1","DAILFX010000126.1",226,1851,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCJ5537391.1","SAMN18191168","PDT001381718.1","DAILFS010000142.1",359,1984,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCJ8711557.1","SAMN18191435","PDT001381822.1","DAIUTX010000062.1",2484,4109,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCJ8508622.1","SAMN18191256","PDT001381904.1","DAIUSE010000207.1",9411,11036,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCJ5532958.1","SAMN18191249","PDT001381912.1","DAILFM010000093.1",25488,27113,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCJ8452733.1","SAMN18191242","PDT001381919.1","DAIURX010000133.1",10,1635,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCJ5880060.1","SAMN18191464","PDT001381984.1","DAILIH010000130.1",3122,4747,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCL8994390.1","SAMEA12944035","PDT001384763.1","DAJBCD010000105.1",796,2421,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCL8848260.1","SAMEA12944074","PDT001384802.1","DAJBBB010000100.1",184,1809,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN30409966","PDT001405015.1","JANTKZ010000106.1",1310,2932,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN23961596","PDT001415987.1","JAJQOQ010000146.1",792,1787,"-","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","PARTIAL_CONTIG_ENDX",61.48,100.0
"Escherichia coli","HCN9224084.1","SAMN30413936","PDT001420715.1","DAJHEB010000406.1",123,1748,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCO8840339.1","SAMD00210590","PDT001434851.1","DAJKDM010000071.1",4998,6623,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN31364519","PDT001497518.1","NZ_JAPJUE010000070.1",314,1939,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN31968651","PDT001518138.1","JAPQFW010000050.1",3550,5172,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","HCY3457058.1","SAMEA13371407","PDT001519517.1","DAKUTY010000040.1",35634,37259,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN16236110","PDT001522010.1","NZ_JADFEA010000073.1",1005,2630,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDC9044618.1","SAMEA111324414","PDT001548616.1","DALSRK010000462.1",44,1669,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDD0155608.1","SAMEA111324442","PDT001549006.1","DALTGV010000102.1",226,1851,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDD9481833.1","SAMN19783234","PDT001552585.1","DALXYF010000150.1",1158,2783,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN16707658","PDT001602850.1","NZ_JADMMH010000068.1",286,1911,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN16678978","PDT001608542.1","NZ_JADOYS010000268.1",150,1775,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN32924205","PDT001611076.1","NZ_CP116975.1",19206,20831,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP7765346.1","SAMN14049630","PDT001670939.1","DAOCUI010000168.1",10100,11725,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP7741637.1","SAMN14049628","PDT001670941.1","DAOCUH010000140.1",10530,12155,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP7420298.1","SAMN14049661","PDT001671033.1","DAOCRQ010000114.1",2512,4137,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP7283889.1","SAMN14049423","PDT001671038.1","DAOCQV010000121.1",7227,8852,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
